Iterazione,Numero
1,1230
2,1482
3,1123
4,692
5,1216
6,1346
7,1291
8,1306
9,1247
10,1006
11,568
12,740
13,1140
14,1099
15,1100
16,1270
17,1128
18,1169
19,1047
20,554
21,722
22,879
23,610
24,665
25,1377
26,568
27,662
28,981
29,1111
30,1021
31,948
32,1076
33,639
34,709
35,966
36,767
37,1160
38,674
39,517
40,1052
41,897
42,782
43,709
44,1472
45,1072
46,894
47,942
48,1041
49,1398
50,614
51,909
52,948
53,1277
54,1221
55,1034
56,794
57,573
58,939
59,715
60,977
61,803
62,576
63,1393
64,864
65,1227
66,934
67,1208
68,1178
69,968
70,1417
71,1029
72,519
73,1049
74,758
75,1460
76,535
77,1318
78,1066
79,928
80,816
81,987
82,1276
83,1446
84,1330
85,676
86,1126
87,1396
88,937
89,795
90,952
91,909
92,1027
93,805
94,1230
95,976
96,1147
97,1219
98,908
99,627
100,1165
