Iterazione,Numero
1,6158
2,5694
3,29052
4,1032
5,11901
6,23550
7,4942
8,6804
9,30481
10,23773
11,800
12,27927
13,11742
14,28846
15,21826
16,11053
17,15973
18,9727
19,10974
20,19178
21,31160
22,12201
23,14649
24,785
25,30687
26,20645
27,22070
28,13703
29,10361
30,14881
31,11804
32,24071
33,22182
34,4051
35,1688
36,22806
37,9253
38,1678
39,13062
40,5946
41,16314
42,20755
43,7660
44,4199
45,23251
46,20265
47,3015
48,3002
49,8810
50,13040
51,31499
52,3946
53,16173
54,4210
55,17765
56,3323
57,8413
58,2939
59,26179
60,7604
61,6388
62,6059
63,2710
64,25428
65,2186
66,32457
67,19926
68,24833
69,9593
70,8538
71,18503
72,24705
73,6848
74,9586
75,21116
76,14252
77,2085
78,1995
79,8729
80,545
81,9503
82,17172
83,9181
84,9017
85,2802
86,33163
87,14047
88,9273
89,27164
90,3278
91,11543
92,17100
93,12016
94,28654
95,13601
96,17328
97,22913
98,32710
99,4414
100,23983
