Iterazione,Numero
1,19830
2,7082
3,9723
4,21292
5,9816
6,7946
7,5891
8,7906
9,13847
10,10606
11,5168
12,30340
13,21740
14,8699
15,22700
16,5870
17,16728
18,11769
19,4647
20,24154
21,27322
22,8479
23,8210
24,24265
25,18977
26,17168
27,21262
28,28581
29,15711
30,3621
31,16548
32,676
33,6239
34,19309
35,32566
36,16367
37,24760
38,12274
39,24117
40,11652
41,26497
42,24382
43,28309
44,26072
45,13672
46,30494
47,28542
48,8641
49,31998
50,2214
51,29509
52,6548
53,1877
54,8821
55,20634
56,394
57,20173
58,20539
59,13315
60,9577
61,15403
62,13176
63,25993
64,26464
65,14827
66,6534
67,5808
68,9778
69,4568
70,13017
71,19629
72,20119
73,18649
74,20358
75,15060
76,7135
77,27918
78,17666
79,8528
80,19416
81,2587
82,24876
83,1046
84,18930
85,14276
86,3726
87,19996
88,5537
89,30395
90,3552
91,13509
92,26627
93,20405
94,26830
95,28576
96,23747
97,26819
98,508
99,6227
100,8765
