Iterazione,Numero
1,358
2,447
3,350
4,478
5,349
6,228
7,235
8,340
9,535
10,548
11,353
12,367
13,129
14,121
15,140
16,205
17,467
18,441
19,445
20,185
21,296
22,450
23,276
24,540
25,275
26,287
27,300
28,571
29,318
30,310
31,376
32,380
33,319
34,359
35,159
36,524
37,196
38,474
39,492
40,284
41,391
42,187
43,432
44,167
45,479
46,256
47,120
48,455
49,505
50,316
51,129
52,512
53,482
54,263
55,201
56,397
57,204
58,447
59,259
60,216
61,375
62,481
63,215
64,332
65,386
66,270
67,312
68,277
69,251
70,112
71,433
72,568
73,427
74,576
75,385
76,171
77,133
78,462
79,298
80,520
81,500
82,311
83,392
84,353
85,547
86,202
87,211
88,534
89,233
90,380
91,115
92,242
93,414
94,336
95,135
96,231
97,576
98,327
99,568
100,344
