Iterazione,Numero
1,108
2,147
3,100
4,128
5,149
6,128
7,135
8,140
9,135
10,148
11,103
12,117
13,129
14,121
15,140
16,105
17,117
18,141
19,145
20,135
21,146
22,100
23,126
24,140
25,125
26,137
27,100
28,121
29,118
30,110
31,126
32,130
33,119
34,109
35,109
36,124
37,146
38,124
39,142
40,134
41,141
42,137
43,132
44,117
45,129
46,106
47,120
48,105
49,105
50,116
51,129
52,112
53,132
54,113
55,101
56,147
57,104
58,147
59,109
60,116
61,125
62,131
63,115
64,132
65,136
66,120
67,112
68,127
69,101
70,112
71,133
72,118
73,127
74,126
75,135
76,121
77,133
78,112
79,148
80,120
81,100
82,111
83,142
84,103
85,147
86,102
87,111
88,134
89,133
90,130
91,115
92,142
93,114
94,136
95,135
96,131
97,126
98,127
99,118
100,144
101,145
102,136
103,148
104,138
105,148
106,142
107,124
108,149
109,112
110,142
111,102
112,110
113,125
114,127
115,109
116,120
117,102
118,137
119,141
120,103
121,120
122,136
123,148
124,129
125,132
126,130
127,119
128,148
129,127
130,147
131,104
132,124
133,135
134,119
135,115
136,110
137,101
138,121
139,115
140,145
141,106
142,146
143,122
144,144
145,106
146,106
147,124
148,109
149,117
150,106
151,107
152,129
153,130
154,124
155,106
156,146
157,116
158,126
159,101
160,112
161,138
162,118
163,146
164,129
165,118
166,110
167,124
168,101
169,140
170,130
171,103
172,132
173,113
174,121
175,118
176,105
177,125
178,106
179,126
180,121
181,131
182,140
183,141
184,110
185,138
186,148
187,134
188,115
189,125
190,148
191,113
192,118
193,114
194,115
195,135
196,111
197,149
198,138
199,149
200,100
201,140
202,142
203,134
204,100
205,124
206,136
207,145
208,135
209,127
210,109
211,144
212,139
213,113
214,100
215,109
216,142
217,108
218,125
219,110
220,144
221,148
222,102
223,104
224,113
225,148
226,145
227,145
228,108
229,105
230,143
231,144
232,134
233,103
234,133
235,136
236,106
237,103
238,129
239,107
240,124
241,110
242,143
243,146
244,106
245,118
246,136
247,107
248,108
249,128
250,114
251,112
252,108
253,106
254,134
255,100
256,134
257,143
258,143
259,132
260,111
261,125
262,125
263,115
264,142
265,105
266,116
267,133
268,114
269,119
270,127
271,146
272,117
273,111
274,116
275,140
276,128
277,113
278,116
279,130
280,132
281,109
282,137
283,114
284,125
285,118
286,138
287,119
288,119
289,145
290,135
291,116
292,114
293,149
294,149
295,116
296,143
297,112
298,136
299,103
300,106
301,135
302,104
303,126
304,114
305,113
306,146
307,112
308,136
309,119
310,116
311,108
312,103
313,123
314,129
315,108
316,108
317,108
318,104
319,133
320,126
321,117
322,113
323,117
324,129
325,144
326,120
327,100
328,136
329,128
330,134
331,134
332,135
333,136
334,113
335,139
336,149
337,119
338,143
339,134
340,128
341,129
342,106
343,132
344,133
345,145
346,117
347,119
348,113
349,137
350,112
351,106
352,133
353,103
354,114
355,141
356,125
357,103
358,108
359,133
360,140
361,120
362,124
363,136
364,121
365,147
366,133
367,131
368,143
369,106
370,119
371,107
372,106
373,117
374,107
375,131
376,100
377,142
378,123
379,118
380,114
381,145
382,140
383,147
384,105
385,116
386,117
387,137
388,138
389,105
390,144
391,100
392,114
393,140
394,136
395,112
396,124
397,137
398,140
399,122
400,104
401,111
402,123
403,133
404,125
405,122
406,108
407,143
408,105
409,123
410,100
411,129
412,120
413,129
414,112
415,127
416,126
417,130
418,129
419,105
420,125
421,141
422,103
423,134
424,100
425,133
426,145
427,134
428,121
429,129
430,102
431,127
432,142
433,127
434,104
435,109
436,125
437,130
438,135
439,130
440,136
441,135
442,142
443,137
444,143
445,105
446,109
447,140
448,132
449,140
450,120
451,130
452,145
453,106
454,103
455,118
456,128
457,136
458,100
459,123
460,127
461,137
462,120
463,110
464,104
