Iterazione,Numero
1,9830
2,7082
3,9723
4,1292
5,9816
6,7946
7,5891
8,7906
9,3847
10,606
11,5168
12,340
13,1740
14,8699
15,2700
16,5870
17,6728
18,1769
19,4647
20,4154
21,7322
22,8479
23,8210
24,4265
25,8977
26,7168
27,1262
28,8581
29,5711
30,3621
31,6548
32,676
33,6239
34,9309
35,2566
36,6367
37,4760
38,2274
39,4117
40,1652
41,6497
42,4382
43,8309
44,6072
45,3672
46,494
47,8542
48,8641
49,1998
50,2214
51,9509
52,6548
53,1877
54,8821
55,634
56,394
57,173
58,539
59,3315
60,9577
61,5403
62,3176
63,5993
64,6464
65,4827
66,6534
67,5808
68,9778
69,4568
70,3017
71,9629
72,119
73,8649
74,358
75,5060
76,7135
77,7918
78,7666
79,8528
80,9416
81,2587
82,4876
83,1046
84,8930
85,4276
86,3726
87,9996
88,5537
89,395
90,3552
91,3509
92,6627
93,405
94,6830
95,8576
96,3747
97,6819
98,508
99,6227
100,8765
101,1248
102,6182
103,8130
104,9922
105,8646
106,7228
107,5829
108,7102
109,247
110,10030
111,5240
112,9705
113,4920
114,8052
115,7028
116,5563
117,544
118,2242
119,8414
120,4292
121,2962
122,6138
123,1326
124,1179
125,7958
126,5522
127,4147
128,1172
129,4463
130,9911
131,1510
132,5687
133,8681
134,5554
135,5388
136,6415
137,5857
138,618
139,4704
140,3600
141,2138
142,7946
143,8560
144,2525
145,2605
146,2501
147,598
148,4137
149,9648
150,5655
151,8074
152,2764
153,3290
154,6846
155,5461
156,5336
157,2710
158,3497
159,5385
160,1661
161,3798
162,2047
163,5792
164,2489
165,2619
166,3764
167,5539
168,6452
169,7906
170,7543
171,2221
172,444
173,1408
174,6783
175,1198
176,2396
177,5809
178,5911
179,9651
180,1922
181,2429
182,9639
183,6758
184,5793
185,3981
186,9462
187,3826
188,9092
189,6716
190,1085
191,3339
192,5796
193,9121
194,2221
195,7963
196,4540
197,1757
198,8452
199,7247
200,8394
201,672
202,3020
203,3668
204,5497
205,8816
206,6292
207,4236
208,9805
209,5725
210,2899
211,5765
212,8543
213,7134
214,4874
215,5084
216,2490
217,9728
218,9161
219,3549
220,6485
221,1137
222,6389
223,3583
224,6738
225,1288
226,4361
227,7822
228,4021
229,3895
230,6106
231,312
232,3801
233,2131
234,7919
235,5245
236,10048
237,9764
238,5697
239,8816
240,3978
241,7336
242,5008
243,8035
244,4280
245,9420
246,5350
247,6498
248,2401
249,7950
250,8048
251,5439
252,7748
253,5613
254,825
255,10062
256,5311
257,1106
258,7625
259,2689
260,1007
261,2547
262,991
263,7367
264,1273
265,7444
266,8346
267,7904
268,7737
269,8753
270,5839
271,8916
272,1177
273,1115
274,710
275,3701
276,4533
277,9583
278,8373
279,10050
280,7644
281,2621
282,3457
283,2286
284,9929
285,582
286,6354
287,2320
288,2146
289,1479
290,2567
291,796
292,3457
