Iterazione,Numero
1,508
2,507
3,500
4,508
5,509
6,508
7,505
8,500
9,505
10,508
11,503
12,507
13,509
14,501
15,500
16,505
17,507
18,501
19,505
20,505
21,506
22,500
23,506
24,500
25,505
26,507
27,500
28,501
29,508
30,500
31,506
32,500
33,509
34,509
35,509
36,504
37,506
38,504
39,502
40,504
41,501
42,507
43,502
44,507
45,509
46,506
47,500
48,505
49,505
50,506
51,509
52,502
53,502
54,503
55,501
56,507
57,504
58,507
59,509
60,506
61,505
62,501
63,505
64,502
65,506
66,500
67,502
68,507
69,501
70,502
71,503
72,508
73,507
74,506
75,505
76,501
77,503
78,502
79,508
80,500
81,500
82,501
83,502
84,503
85,507
86,502
87,501
88,504
89,503
90,500
91,505
92,502
93,504
94,506
95,505
96,501
97,506
98,507
99,508
100,504
101,505
102,506
103,508
104,508
105,508
106,502
107,504
108,509
109,502
110,502
111,502
112,500
113,505
114,507
115,509
116,500
117,502
118,507
119,501
120,503
121,500
122,506
123,508
124,509
125,502
126,500
127,509
128,508
129,507
130,507
131,504
132,504
133,505
134,509
135,505
136,500
137,501
138,501
139,505
140,505
141,506
142,506
143,502
144,504
145,506
146,506
147,504
148,509
149,507
150,506
151,507
152,509
153,500
154,504
155,506
156,506
157,506
158,506
159,501
160,502
161,508
162,508
163,506
164,509
165,508
166,500
167,504
168,501
169,500
170,500
171,503
172,502
173,503
174,501
175,508
176,505
177,505
178,506
179,506
180,501
181,501
182,500
183,501
184,500
185,508
186,508
187,504
188,505
189,505
190,508
191,503
192,508
193,504
194,505
195,505
196,501
197,509
198,508
199,509
200,500
201,500
202,502
203,504
204,500
205,504
206,506
207,505
208,505
209,507
210,509
211,504
212,509
213,503
214,500
215,509
216,502
217,508
218,505
219,500
220,504
221,508
222,502
223,504
224,503
225,508
226,505
227,505
228,508
229,505
230,503
231,504
232,504
233,503
234,503
235,506
236,506
237,503
238,509
239,507
240,504
241,500
242,503
243,506
244,506
245,508
246,506
247,507
248,508
249,508
250,504
251,502
252,508
253,506
254,504
255,500
256,504
257,503
258,503
259,502
260,501
261,505
262,505
263,505
264,502
265,505
266,506
267,503
268,504
269,509
270,507
271,506
272,507
273,501
274,506
275,500
276,508
277,503
278,506
279,500
280,502
281,509
282,507
283,504
284,505
285,508
286,508
287,509
288,509
289,505
290,505
291,506
292,504
293,509
294,509
295,506
296,503
297,502
298,506
299,503
300,506
301,505
302,504
303,506
304,504
305,503
306,506
307,502
308,506
309,509
310,506
311,508
312,503
313,503
314,509
315,508
316,508
317,508
318,504
319,503
320,506
321,507
322,503
323,507
324,509
325,504
326,500
327,500
328,506
329,508
330,504
331,504
332,505
333,506
334,503
335,509
336,509
337,509
338,503
339,504
340,508
341,509
342,506
343,502
344,503
345,505
346,507
347,509
348,503
349,507
350,502
351,506
352,503
353,503
354,504
355,501
356,505
357,503
358,508
359,503
360,500
361,500
362,504
363,506
364,501
365,507
366,503
367,501
368,503
369,506
370,509
371,507
372,506
373,507
374,507
375,501
376,500
377,502
378,503
379,508
380,504
381,505
382,500
383,507
384,505
385,506
386,507
387,507
388,508
389,505
390,504
391,500
392,504
393,500
394,506
395,502
396,504
397,507
398,500
399,502
400,504
401,501
402,503
403,503
404,505
405,502
406,508
407,503
408,505
409,503
410,500
411,509
412,500
413,509
414,502
415,507
416,506
417,500
418,509
419,505
420,505
421,501
422,503
423,504
424,500
425,503
426,505
427,504
428,501
429,509
430,502
431,507
432,502
433,507
434,504
435,509
436,505
437,500
438,505
439,500
440,506
441,505
442,502
443,507
444,503
445,505
446,509
447,500
448,502
449,500
450,500
451,500
452,505
453,506
454,503
455,508
456,508
457,506
458,500
459,503
460,507
461,507
462,500
463,500
464,504
465,508
466,503
467,501
468,504
469,506
470,502
471,504
472,505
473,503
474,502
475,504
476,505
477,502
478,506
479,505
480,502
481,503
482,502
483,503
484,501
485,503
486,505
487,509
488,506
489,503
490,507
491,504
492,501
493,506
494,508
495,507
496,502
497,507
498,504
499,506
500,506
501,504
502,500
503,505
504,503
505,502
506,509
507,502
508,509
509,503
510,508
511,502
512,505
513,509
514,507
515,508
516,505
517,502
518,500
519,507
520,507
521,504
522,505
523,507
524,505
525,506
526,504
527,508
528,501
529,507
530,507
531,506
532,502
533,509
534,500
535,502
536,500
537,502
538,507
539,505
540,503
541,502
542,509
543,505
544,503
545,504
546,507
547,509
548,507
549,504
550,506
551,509
552,500
553,507
554,507
555,506
556,509
557,507
558,502
559,505
560,507
561,501
562,509
563,509
564,509
565,504
566,508
567,509
568,506
569,506
570,505
571,507
572,505
573,502
574,509
575,502
576,506
577,509
578,500
579,507
580,509
581,502
582,500
583,508
584,501
585,508
586,501
587,500
588,507
589,502
590,509
591,504
592,506
593,500
594,507
595,500
596,507
597,507
598,501
599,501
600,506
601,507
602,502
603,508
604,506
605,507
606,505
607,503
608,503
609,504
610,504
611,505
612,502
613,507
614,505
615,506
616,508
617,508
618,500
619,502
620,509
621,502
622,505
623,503
624,501
625,507
626,506
627,501
628,502
629,503
630,500
631,502
632,501
633,508
634,502
635,500
636,504
637,505
638,504
639,502
640,504
641,502
642,503
643,507
644,509
645,504
646,505
647,508
648,505
649,500
650,507
651,506
652,508
653,507
654,503
655,502
656,500
657,507
658,505
659,509
660,508
661,508
662,506
663,503
664,501
665,506
666,501
667,502
668,500
669,509
670,503
671,500
672,505
673,508
674,501
675,502
676,507
677,504
678,506
679,508
680,503
681,500
682,502
683,501
684,508
685,503
686,500
687,503
688,501
689,503
690,504
691,500
692,500
693,505
694,509
695,508
696,502
697,506
698,509
699,506
700,508
701,507
702,509
703,501
704,504
705,501
706,509
707,508
708,504
709,500
710,509
711,506
712,505
713,501
714,503
715,507
716,503
717,503
718,501
719,501
720,507
721,509
722,509
723,507
724,500
725,506
726,503
727,503
728,505
729,501
730,504
731,504
732,502
733,507
734,506
735,500
736,500
737,500
738,506
739,503
740,501
741,509
742,509
743,509
744,506
745,509
746,503
747,500
748,505
749,509
750,500
751,506
752,505
753,506
754,505
755,508
756,508
757,504
758,505
