Iterazione,Numero
1,10230
2,7482
3,10123
4,1692
5,10216
6,8346
7,6291
8,8306
9,4247
10,1006
11,5568
12,740
13,2140
14,9099
15,3100
16,6270
17,7128
18,2169
19,5047
20,4554
21,7722
22,8879
23,8610
24,4665
25,9377
26,7568
27,1662
28,8981
29,6111
30,4021
31,6948
32,1076
33,6639
34,9709
35,2966
36,6767
37,5160
38,2674
39,4517
40,2052
41,6897
42,4782
43,8709
44,6472
45,4072
46,894
47,8942
48,9041
49,2398
50,2614
51,9909
52,6948
53,2277
54,9221
55,1034
56,794
57,573
58,939
59,3715
60,9977
61,5803
62,3576
63,6393
64,6864
65,5227
66,6934
67,6208
68,10178
69,4968
70,3417
71,10029
72,519
73,9049
74,758
75,5460
76,7535
77,8318
78,8066
79,8928
80,9816
81,2987
82,5276
83,1446
84,9330
85,4676
86,4126
87,10396
88,5937
89,795
90,3952
91,3909
92,7027
93,805
94,7230
95,8976
96,4147
97,7219
98,908
99,6627
100,9165
