Iterazione,Numero
1,1730
2,1982
3,1623
4,1192
5,1716
6,1846
7,1791
8,1806
9,1747
10,1506
11,1068
12,1240
13,1640
14,1599
15,1600
16,1770
17,1628
18,1669
19,1547
20,1054
21,1222
22,1379
23,1110
24,1165
25,1877
26,1068
27,1162
28,1481
29,1611
30,1521
31,1448
32,1576
33,1139
34,1209
35,1466
36,1267
37,1660
38,1174
39,1017
40,1552
41,1397
42,1282
43,1209
44,1972
45,1572
46,1394
47,1442
48,1541
49,1898
50,1114
51,1409
52,1448
53,1777
54,1721
55,1534
56,1294
57,1073
58,1439
59,1215
60,1477
61,1303
62,1076
63,1893
64,1364
65,1727
66,1434
67,1708
68,1678
69,1468
70,1917
71,1529
72,1019
73,1549
74,1258
75,1960
76,1035
77,1818
78,1566
79,1428
80,1316
81,1487
82,1776
83,1946
84,1830
85,1176
86,1626
87,1896
88,1437
89,1295
90,1452
91,1409
92,1527
93,1305
94,1730
95,1476
96,1647
97,1719
98,1408
99,1127
100,1665
