Iterazione,Numero
1,9830
2,7082
3,9723
4,1292
5,9816
6,7946
7,5891
8,7906
9,3847
10,606
11,5168
12,340
13,1740
14,8699
15,2700
16,5870
17,6728
18,1769
19,4647
20,4154
21,7322
22,8479
23,8210
24,4265
25,8977
26,7168
27,1262
28,8581
29,5711
30,3621
31,6548
32,676
33,6239
34,9309
35,2566
36,6367
37,4760
38,2274
39,4117
40,1652
41,6497
42,4382
43,8309
44,6072
45,3672
46,494
47,8542
48,8641
49,1998
50,2214
51,9509
52,6548
53,1877
54,8821
55,634
56,394
57,173
58,539
59,3315
60,9577
61,5403
62,3176
63,5993
64,6464
65,4827
66,6534
67,5808
68,9778
69,4568
70,3017
71,9629
72,119
73,8649
74,358
75,5060
76,7135
77,7918
78,7666
79,8528
80,9416
81,2587
82,4876
83,1046
84,8930
85,4276
86,3726
87,9996
88,5537
89,395
90,3552
91,3509
92,6627
93,405
94,6830
95,8576
96,3747
97,6819
98,508
99,6227
100,8765
