Iterazione,Numero
1,5758
2,5294
3,28652
4,632
5,11501
6,23150
7,4542
8,6404
9,30081
10,23373
11,400
12,27527
13,11342
14,28446
15,21426
16,10653
17,15573
18,9327
19,10574
20,18778
21,30760
22,11801
23,14249
24,385
25,30287
26,20245
27,21670
28,13303
29,9961
30,14481
31,11404
32,23671
33,21782
34,3651
35,1288
36,22406
37,8853
38,1278
39,12662
40,5546
41,15914
42,20355
43,7260
44,3799
45,22851
46,19865
47,2615
48,2602
49,8410
50,12640
51,31099
52,3546
53,15773
54,3810
55,17365
56,2923
57,8013
58,2539
59,25779
60,7204
61,5988
62,5659
63,2310
64,25028
65,1786
66,32057
67,19526
68,24433
69,9193
70,8138
71,18103
72,24305
73,6448
74,9186
75,20716
76,13852
77,1685
78,1595
79,8329
80,145
81,9103
82,16772
83,8781
84,8617
85,2402
86,32763
87,13647
88,8873
89,26764
90,2878
91,11143
92,16700
93,11616
94,28254
95,13201
96,16928
97,22513
98,32310
99,4014
100,23583
101,2865
102,15355
103,15884
104,20289
105,5978
106,17940
107,30279
108,31808
109,909
110,19243
111,8239
112,4156
113,23225
114,13188
115,10188
116,6320
117,16319
118,29837
119,21151
120,5029
121,3284
122,17079
123,31275
124,20517
125,550
126,5509
127,20404
128,13043
129,18370
130,12770
131,3399
132,13177
133,18101
134,11960
135,14330
136,9474
137,7537
138,10174
139,22389
140,8233
141,13171
142,4754
143,18097
144,8337
145,12323
146,27143
147,512
148,10967
149,22780
150,9152
151,5710
152,3781
153,6892
154,9214
155,5542
156,6601
157,17150
158,9142
159,13560
160,19877
161,10806
162,15591
163,30489
164,28519
165,22716
166,4394
167,2315
168,668
169,25662
170,16011
171,13183
172,1217
173,3471
174,5783
175,1432
176,31994
177,24980
178,19382
179,7410
180,13319
181,24928
182,2235
183,12003
184,10355
185,30110
186,9914
187,14080
188,4878
189,12591
190,29977
191,28387
192,3998
193,10005
194,18410
195,29484
196,15826
197,22416
198,16504
199,14790
200,28279
201,30854
202,1056
203,15724
204,12526
205,7464
206,21859
207,619
208,21726
209,211
210,17209
211,22697
212,13350
213,31028
214,25255
215,32486
216,22806
217,21424
218,18067
219,2882
220,21726
221,8707
222,10712
223,15615
224,23110
225,14887
226,32662
227,7049
228,28832
229,28023
230,24011
231,1715
232,21243
233,15124
234,30248
235,7236
236,20378
237,392
238,4381
239,5810
240,15269
241,29609
242,16183
243,2349
244,20253
245,21696
246,13483
247,7391
248,32021
249,16363
250,819
251,13171
252,7200
253,32448
254,9752
255,4820
256,29446
257,13107
258,5264
259,32311
260,32187
261,22714
262,20043
263,24667
264,32401
265,24751
266,5705
267,27407
268,12204
269,28149
270,20462
271,20470
272,10422
273,29662
274,12888
275,30343
276,19669
277,15436
278,17904
279,21335
280,21722
281,6423
282,24639
283,17563
284,18876
285,17583
286,4612
287,6120
288,836
289,13827
290,15235
291,7486
292,32521
293,27553
294,15135
295,27461
296,9119
297,29214
298,27179
299,14550
300,17420
301,10680
302,23550
303,28605
304,30587
305,3898
306,4933
307,23742
308,6453
309,3104
310,8606
311,8406
312,1228
313,4604
314,25954
315,18370
316,25241
317,1304
318,22977
319,10182
320,6249
321,14941
322,11541
323,28327
324,12916
325,3187
326,4464
327,32761
328,22671
329,19498
330,31607
331,2209
332,9122
333,4121
334,17268
335,27538
336,26459
337,10117
338,23718
339,27610
340,17444
341,13444
342,5852
343,14306
344,5459
345,12641
346,7746
347,14833
348,4001
349,25923
350,11642
351,20979
352,9182
353,3082
354,9710
355,23673
356,31203
357,13690
358,613
359,11008
360,6087
361,8091
362,22485
363,20854
364,2390
365,4191
366,22648
367,27898
368,7102
369,29318
370,3362
371,18404
372,396
373,14783
374,14546
375,32517
376,29399
377,21008
378,6791
379,3120
380,7611
381,7799
382,341
383,23032
384,31498
385,19154
386,26295
387,17596
388,23357
389,29948
390,807
391,11489
392,16305
393,28985
394,4332
395,32351
396,21520
397,11732
398,12596
399,20863
400,7180
401,31238
402,10082
403,2275
404,10580
405,13338
406,24233
407,4294
408,28096
409,8911
410,28122
411,9093
412,32207
413,32254
414,3450
415,14174
416,22356
417,27260
418,13336
419,31096
420,108
421,27970
422,19677
423,31268
424,4787
425,6603
426,15461
427,28259
428,1720
429,32702
430,10189
431,10920
432,21422
433,7117
434,12814
435,15071
436,14180
437,20445
438,9097
439,15277
440,14967
441,9831
442,12259
443,22778
444,17606
445,25886
446,19986
447,5549
448,22054
449,13010
450,22200
451,16566
452,14167
453,21652
454,23728
455,15186
456,14135
457,17947
458,29671
459,29834
460,18486
461,12646
462,23150
463,15869
464,4618
465,2467
466,14285
467,24032
468,19364
469,19792
470,26265
471,579
472,29026
473,13216
474,31817
475,31126
476,11142
477,18720
478,837
479,21611
480,30951
481,16282
482,6976
483,21630
484,29158
485,30009
486,29640
487,19698
488,14244
489,30447
490,21787
491,22493
492,25458
493,532
494,11069
495,1287
496,2697
497,18768
498,18247
499,26095
500,10748
501,186
502,19202
503,6927
504,3818
505,30017
506,29364
507,18017
508,3832
509,13132
510,12602
511,1826
512,9470
513,157
514,21079
515,25302
516,17921
517,11643
518,5964
519,16268
520,610
521,272
522,425
523,21347
524,18260
525,17680
526,16482
527,11597
528,21651
529,13467
530,29477
531,15123
532,14932
533,21093
534,14315
535,28826
536,29559
537,27156
538,14030
539,29796
540,28676
541,16617
542,8218
543,30041
544,9173
545,14755
546,20646
547,3528
548,28048
549,28576
550,4197
551,22441
552,27097
553,3398
554,7992
555,5669
556,1733
557,24993
558,1030
559,6232
560,27537
561,31053
562,21007
563,14677
564,2196
565,16023
566,22653
567,8554
568,25458
569,25823
570,28732
571,11430
572,29587
573,9025
574,23564
575,6809
576,8915
577,628
578,28373
579,27483
580,18043
581,16881
582,27706
583,3536
584,9329
585,6232
586,22384
587,17193
588,22699
589,21264
590,9297
591,23470
592,12009
593,6446
594,32428
595,12475
596,17572
597,21913
598,7136
599,32777
600,1857
601,3179
602,19113
603,3119
604,25227
605,8090
606,13625
607,9833
608,13152
609,18135
610,2443
611,1431
612,21162
613,16054
614,31732
615,3721
616,19602
617,29456
